age,gender,height,weight,goal,focus,limitations,intensity,duration,plan_template_id
20,Male,164.3,96.3,gain_mass,full,joints,high,45,muscle_low_impact
31,Female,182.8,78.4,lose_weight,abs,none,normal,15,fat_loss_general
68,Male,196.9,58.8,lose_weight,full,joints,low,10,fat_loss_low_impact
41,Male,160.7,86.6,lose_weight,full,joints,normal,30,fat_loss_low_impact
49,Female,151.3,103.4,lose_weight,abs,none,high,60,fat_loss_general
44,Male,197.3,82.7,keep_fit,full,none,high,30,keep_fit_endurance
31,Female,178.4,79.7,lose_weight,abs,none,high,20,fat_loss_general
70,Female,155.0,102.8,keep_fit,legs,none,normal,45,keep_fit_endurance
38,Male,161.8,67.6,keep_fit,arms,none,normal,45,keep_fit_endurance
65,Female,162.3,72.4,keep_fit,full,none,normal,45,keep_fit_endurance
42,Male,189.7,93.3,gain_mass,full,joints,low,45,muscle_low_impact
71,Female,173.9,98.9,gain_mass,legs,none,low,20,muscle_low_impact
79,Male,183.1,67.4,keep_fit,legs,none,high,30,keep_fit_endurance
43,Male,183.0,122.4,lose_weight,full,joints,high,20,fat_loss_low_impact
64,Male,182.9,85.3,lose_weight,abs,joints,high,60,fat_loss_low_impact
52,Male,166.3,134.9,keep_fit,chest,joints,low,15,keep_fit_low_impact
79,Male,191.5,134.5,gain_mass,abs,none,low,45,muscle_low_impact
45,Female,160.3,66.6,keep_fit,chest,none,normal,60,keep_fit_endurance
31,Female,166.4,86.4,gain_mass,legs,joints,high,30,muscle_low_impact
80,Female,181.0,111.8,lose_weight,chest,none,normal,45,fat_loss_general
74,Male,169.9,108.6,lose_weight,arms,none,low,15,fat_loss_low_impact
43,Male,188.4,91.5,gain_mass,legs,none,low,60,muscle_low_impact
69,Male,171.7,71.6,keep_fit,chest,none,low,20,keep_fit_low_impact
21,Male,166.1,117.8,gain_mass,full,joints,normal,45,muscle_low_impact
27,Male,168.6,103.6,keep_fit,abs,none,low,60,keep_fit_low_impact
78,Male,185.5,105.8,keep_fit,arms,none,low,20,keep_fit_low_impact
68,Male,191.7,128.5,keep_fit,full,none,low,30,keep_fit_low_impact
45,Female,176.6,88.6,keep_fit,full,none,high,20,keep_fit_endurance
42,Female,159.9,46.3,keep_fit,arms,none,high,20,keep_fit_endurance
28,Male,175.0,108.3,keep_fit,chest,none,low,30,keep_fit_low_impact
70,Male,182.1,120.9,gain_mass,full,none,low,15,muscle_low_impact
35,Male,190.6,101.3,keep_fit,abs,none,high,10,keep_fit_endurance
58,Male,186.9,118.9,gain_mass,full,none,high,10,muscle_gym_progressive
35,Female,163.1,58.9,keep_fit,abs,none,high,45,keep_fit_endurance
22,Female,183.3,59.3,keep_fit,full,joints,normal,30,keep_fit_low_impact
41,Male,196.9,64.4,keep_fit,abs,none,normal,45,keep_fit_endurance
73,Female,150.8,57.3,gain_mass,chest,none,low,60,muscle_low_impact
15,Male,195.8,62.6,lose_weight,full,joints,low,60,kids_active_play_safe
53,Female,169.0,63.8,keep_fit,abs,joints,normal,60,keep_fit_low_impact
30,Male,180.3,62.1,lose_weight,legs,none,high,15,fat_loss_cardio_focus
55,Female,154.6,82.7,keep_fit,legs,none,low,30,keep_fit_low_impact
61,Female,180.0,69.0,keep_fit,full,none,low,10,keep_fit_low_impact
15,Male,182.3,128.0,keep_fit,full,joints,high,30,kids_active_play_safe
45,Male,170.8,105.6,gain_mass,arms,none,normal,15,muscle_home_basic
47,Female,160.3,97.6,lose_weight,chest,none,high,60,fat_loss_general
56,Female,183.6,103.3,keep_fit,arms,joints,normal,45,keep_fit_low_impact
24,Female,169.4,103.3,gain_mass,chest,joints,low,20,muscle_low_impact
15,Female,154.7,93.7,lose_weight,chest,none,low,45,kids_active_play_safe
27,Female,160.6,82.2,lose_weight,abs,none,normal,45,fat_loss_general
70,Male,162.4,119.5,keep_fit,full,none,low,10,keep_fit_low_impact
53,Female,158.5,59.1,lose_weight,abs,none,low,30,fat_loss_low_impact
53,Male,172.6,129.5,gain_mass,full,joints,high,30,muscle_low_impact
53,Male,162.4,129.8,keep_fit,chest,none,low,10,keep_fit_low_impact
30,Female,164.4,57.5,keep_fit,full,none,low,10,keep_fit_low_impact
41,Male,186.7,130.9,lose_weight,full,joints,low,15,fat_loss_low_impact
24,Female,157.1,68.8,lose_weight,arms,none,normal,10,fat_loss_general
43,Male,173.8,99.1,keep_fit,full,none,normal,45,keep_fit_endurance
24,Male,184.4,81.0,keep_fit,arms,none,low,15,keep_fit_low_impact
62,Female,157.1,65.6,gain_mass,arms,none,high,20,muscle_gym_progressive
78,Female,160.0,91.8,lose_weight,abs,none,normal,10,fat_loss_general
77,Female,164.5,64.4,keep_fit,legs,none,normal,30,keep_fit_balanced
74,Female,159.7,61.7,gain_mass,legs,none,low,45,muscle_low_impact
57,Male,170.8,87.2,lose_weight,legs,none,normal,15,fat_loss_general
38,Male,176.1,125.9,lose_weight,abs,none,low,45,fat_loss_low_impact
45,Female,152.4,114.8,lose_weight,abs,none,low,20,fat_loss_low_impact
59,Female,161.8,87.0,keep_fit,abs,none,high,45,keep_fit_endurance
36,Male,187.3,63.8,keep_fit,abs,none,low,20,keep_fit_low_impact
53,Female,151.3,111.3,lose_weight,abs,none,high,15,fat_loss_general
24,Male,168.2,136.3,keep_fit,arms,none,high,60,keep_fit_endurance
76,Female,156.4,118.5,gain_mass,chest,joints,high,10,muscle_low_impact
24,Male,190.1,79.4,gain_mass,legs,none,high,10,muscle_gym_progressive
55,Male,175.8,53.5,gain_mass,legs,none,high,45,muscle_gym_progressive
68,Male,180.8,108.0,gain_mass,arms,none,normal,15,muscle_home_basic
29,Male,193.2,104.7,keep_fit,arms,joints,low,20,keep_fit_low_impact
22,Female,150.4,65.6,lose_weight,arms,none,normal,30,fat_loss_general
50,Male,179.7,81.8,keep_fit,full,none,high,60,keep_fit_endurance
52,Female,176.2,88.3,gain_mass,arms,none,high,45,muscle_gym_progressive
56,Female,152.9,113.1,lose_weight,full,joints,low,45,fat_loss_low_impact
39,Male,183.3,56.4,lose_weight,legs,none,normal,15,fat_loss_general
15,Female,155.4,76.1,keep_fit,chest,none,low,20,kids_active_play_safe
39,Female,153.9,96.1,keep_fit,full,joints,low,15,keep_fit_low_impact
24,Female,170.6,61.5,keep_fit,chest,none,low,45,keep_fit_low_impact
34,Male,181.5,60.5,keep_fit,full,none,normal,60,keep_fit_endurance
61,Male,179.4,51.3,keep_fit,full,none,normal,10,keep_fit_balanced
34,Female,176.0,67.5,keep_fit,full,none,normal,20,keep_fit_balanced
43,Female,153.0,109.4,keep_fit,legs,none,low,30,keep_fit_low_impact
41,Male,182.2,92.2,keep_fit,abs,joints,low,30,keep_fit_low_impact
58,Male,161.5,109.1,gain_mass,abs,joints,normal,45,muscle_low_impact
39,Male,199.0,122.1,gain_mass,chest,joints,high,45,muscle_low_impact
40,Female,168.0,46.9,keep_fit,arms,none,high,45,keep_fit_endurance
67,Male,173.2,97.4,lose_weight,full,none,normal,45,fat_loss_general
65,Male,192.5,133.0,lose_weight,chest,joints,low,20,fat_loss_low_impact
35,Female,158.9,48.0,lose_weight,arms,none,high,60,fat_loss_general
70,Male,168.6,77.2,keep_fit,arms,none,high,60,keep_fit_endurance
72,Male,179.7,95.9,gain_mass,chest,none,low,60,muscle_low_impact
30,Male,165.4,115.0,lose_weight,full,none,high,30,fat_loss_cardio_focus
79,Female,152.8,87.6,lose_weight,arms,none,low,60,fat_loss_low_impact
74,Male,176.2,104.5,keep_fit,arms,none,normal,15,keep_fit_balanced
26,Male,189.7,113.5,gain_mass,full,none,low,20,muscle_low_impact
60,Male,180.9,113.4,keep_fit,chest,none,normal,45,keep_fit_endurance
65,Female,151.8,72.8,keep_fit,arms,none,low,15,keep_fit_low_impact
80,Male,187.7,86.3,keep_fit,legs,joints,normal,10,keep_fit_low_impact
26,Male,186.1,82.4,keep_fit,legs,joints,high,15,keep_fit_low_impact
25,Female,172.8,94.1,gain_mass,legs,none,low,45,muscle_low_impact
70,Female,151.3,67.1,gain_mass,chest,none,low,45,muscle_low_impact
34,Female,180.3,103.7,gain_mass,legs,none,low,15,muscle_low_impact
29,Male,162.3,89.4,gain_mass,chest,joints,low,45,muscle_low_impact
36,Female,159.4,92.8,gain_mass,abs,none,high,30,muscle_gym_progressive
49,Male,175.4,87.1,keep_fit,abs,none,normal,20,keep_fit_balanced
54,Female,183.5,107.3,gain_mass,chest,joints,high,15,muscle_low_impact
18,Male,183.6,123.2,lose_weight,full,joints,high,20,fat_loss_low_impact
14,Male,161.8,95.3,lose_weight,legs,none,low,20,kids_active_play_safe
76,Female,159.3,74.1,keep_fit,chest,joints,low,60,keep_fit_low_impact
79,Male,171.4,54.2,keep_fit,legs,none,low,60,keep_fit_low_impact
23,Male,167.5,66.0,keep_fit,abs,none,normal,10,keep_fit_balanced
47,Female,161.7,57.8,gain_mass,abs,joints,high,10,muscle_low_impact
15,Male,175.7,80.3,lose_weight,arms,none,low,45,kids_active_play_safe
59,Female,160.4,109.5,gain_mass,legs,none,low,10,muscle_low_impact
77,Male,177.0,116.7,lose_weight,abs,joints,high,30,fat_loss_low_impact
42,Female,175.0,92.7,gain_mass,full,none,normal,20,muscle_home_basic
49,Male,198.7,133.3,lose_weight,full,none,normal,10,fat_loss_general
80,Male,177.1,72.5,gain_mass,full,none,normal,10,muscle_home_basic
64,Female,155.2,52.6,keep_fit,chest,none,low,15,keep_fit_low_impact
62,Female,150.3,111.7,gain_mass,chest,none,low,15,muscle_low_impact
33,Female,177.3,47.0,keep_fit,chest,joints,high,45,keep_fit_low_impact
30,Male,185.7,101.8,lose_weight,abs,none,low,10,fat_loss_low_impact
61,Female,171.7,91.4,keep_fit,chest,none,normal,15,keep_fit_balanced
24,Female,175.0,84.6,keep_fit,arms,none,low,15,keep_fit_low_impact
50,Male,197.5,105.7,lose_weight,legs,none,low,30,fat_loss_low_impact
18,Female,184.2,69.3,gain_mass,legs,none,normal,60,muscle_home_basic
37,Male,194.7,51.4,keep_fit,abs,joints,high,10,keep_fit_low_impact
48,Male,175.7,136.3,lose_weight,full,none,low,45,fat_loss_low_impact
63,Male,183.5,135.9,lose_weight,abs,none,high,60,fat_loss_general
20,Female,166.6,72.0,lose_weight,full,none,low,10,fat_loss_low_impact
53,Female,175.1,58.8,lose_weight,arms,none,normal,20,fat_loss_general
66,Male,191.6,94.1,lose_weight,abs,none,high,20,fat_loss_general
14,Female,176.5,83.3,keep_fit,chest,none,low,60,kids_active_play_safe
50,Female,173.5,73.2,lose_weight,legs,none,high,60,fat_loss_cardio_focus
33,Male,172.1,116.3,lose_weight,legs,none,high,15,fat_loss_cardio_focus
57,Female,158.8,75.4,gain_mass,chest,joints,low,60,muscle_low_impact
65,Male,172.0,50.9,gain_mass,full,none,high,15,muscle_gym_progressive
58,Female,175.0,106.6,lose_weight,legs,joints,high,20,fat_loss_low_impact
35,Male,191.9,112.1,keep_fit,arms,none,normal,10,keep_fit_balanced
39,Male,185.6,89.9,lose_weight,arms,none,normal,30,fat_loss_general
59,Female,156.8,90.5,keep_fit,abs,none,normal,20,keep_fit_balanced
24,Male,166.8,64.5,lose_weight,chest,none,high,45,fat_loss_general
73,Female,166.3,56.8,lose_weight,chest,none,normal,15,fat_loss_general
74,Male,189.1,125.8,gain_mass,chest,joints,normal,10,muscle_low_impact
35,Male,198.2,97.9,lose_weight,chest,none,low,30,fat_loss_low_impact
57,Female,179.1,75.0,keep_fit,legs,none,high,20,keep_fit_endurance
80,Male,164.3,78.1,gain_mass,abs,none,low,15,muscle_low_impact
47,Female,177.4,108.3,keep_fit,legs,none,low,45,keep_fit_low_impact
32,Male,181.4,107.2,gain_mass,legs,joints,high,30,muscle_low_impact
75,Male,187.9,56.6,lose_weight,legs,joints,high,45,fat_loss_low_impact
46,Male,198.6,70.6,keep_fit,arms,joints,low,45,keep_fit_low_impact
68,Female,153.0,109.9,keep_fit,abs,none,low,45,keep_fit_low_impact
45,Male,175.2,122.6,lose_weight,chest,none,low,60,fat_loss_low_impact
51,Male,180.9,132.0,gain_mass,legs,none,high,10,muscle_gym_progressive
35,Female,163.4,64.2,lose_weight,abs,none,normal,15,fat_loss_general
50,Male,161.8,87.8,gain_mass,full,none,normal,60,muscle_home_basic
59,Female,158.3,69.2,lose_weight,full,none,normal,45,fat_loss_general
20,Male,176.7,117.6,gain_mass,legs,none,normal,45,muscle_home_basic
74,Male,182.0,52.5,lose_weight,full,none,normal,15,fat_loss_general
42,Male,178.9,81.5,gain_mass,legs,none,high,45,muscle_gym_progressive
14,Male,168.8,92.3,gain_mass,full,none,low,20,kids_active_play_safe
18,Male,196.1,134.8,lose_weight,legs,none,normal,60,fat_loss_general
24,Male,177.7,134.8,lose_weight,chest,none,high,60,fat_loss_general
28,Male,174.7,65.1,lose_weight,chest,joints,high,10,fat_loss_low_impact
62,Male,185.3,134.8,gain_mass,legs,none,high,60,muscle_gym_progressive
56,Female,169.4,49.1,gain_mass,full,none,normal,45,muscle_home_basic
60,Female,182.9,57.6,gain_mass,arms,joints,normal,30,muscle_low_impact
72,Male,175.3,78.2,keep_fit,chest,none,low,10,keep_fit_low_impact
29,Female,150.9,76.3,gain_mass,legs,none,normal,30,muscle_home_basic
53,Female,168.7,98.5,gain_mass,legs,none,normal,60,muscle_home_basic
33,Male,188.4,76.2,keep_fit,full,none,normal,45,keep_fit_endurance
16,Female,182.1,77.7,keep_fit,arms,joints,normal,60,kids_active_play_safe
18,Female,184.2,51.3,gain_mass,abs,none,low,10,muscle_low_impact
45,Male,196.5,67.2,gain_mass,abs,none,normal,15,muscle_home_basic
76,Male,182.4,57.2,lose_weight,abs,joints,low,30,fat_loss_low_impact
64,Male,180.2,105.6,lose_weight,full,none,high,20,fat_loss_cardio_focus
78,Male,165.2,102.8,gain_mass,legs,joints,low,45,muscle_low_impact
20,Male,174.5,137.9,keep_fit,abs,none,low,60,keep_fit_low_impact
18,Male,189.9,139.2,lose_weight,chest,joints,high,30,fat_loss_low_impact
21,Male,183.2,110.4,keep_fit,arms,joints,normal,10,keep_fit_low_impact
16,Female,182.8,80.5,gain_mass,legs,none,high,60,kids_active_play_safe
51,Female,175.5,92.4,lose_weight,arms,none,low,15,fat_loss_low_impact
78,Female,157.8,60.6,gain_mass,chest,none,high,15,muscle_gym_progressive
28,Female,170.4,62.6,keep_fit,arms,joints,normal,15,keep_fit_low_impact
48,Female,164.9,113.6,keep_fit,abs,joints,normal,10,keep_fit_low_impact
25,Female,173.2,111.1,gain_mass,full,none,low,45,muscle_low_impact
26,Female,174.1,92.6,gain_mass,arms,none,high,45,muscle_gym_progressive
43,Female,184.6,96.5,lose_weight,full,none,low,60,fat_loss_low_impact
68,Female,167.7,114.7,lose_weight,legs,none,low,20,fat_loss_low_impact
80,Female,170.6,49.3,lose_weight,abs,none,normal,20,fat_loss_general
17,Male,193.7,135.3,lose_weight,arms,none,low,30,kids_active_play_safe
39,Female,157.8,47.4,keep_fit,abs,none,low,60,keep_fit_low_impact
61,Male,169.7,125.4,gain_mass,legs,none,normal,60,muscle_home_basic
18,Female,177.4,72.7,keep_fit,legs,none,low,10,keep_fit_low_impact
28,Female,182.1,83.4,lose_weight,full,none,normal,30,fat_loss_general
16,Male,185.0,106.9,gain_mass,chest,none,low,15,kids_active_play_safe
54,Female,174.5,66.9,gain_mass,chest,none,normal,30,muscle_home_basic
29,Female,163.7,107.3,gain_mass,abs,none,low,45,muscle_low_impact
42,Male,177.1,78.6,keep_fit,abs,none,low,60,keep_fit_low_impact
76,Male,178.1,55.4,gain_mass,full,none,normal,60,muscle_home_basic
34,Male,176.7,136.1,keep_fit,full,none,normal,30,keep_fit_balanced
32,Female,153.9,59.9,keep_fit,arms,none,low,10,keep_fit_low_impact
43,Male,199.2,139.8,keep_fit,arms,none,low,45,keep_fit_low_impact
46,Female,171.5,101.7,gain_mass,arms,none,normal,15,muscle_home_basic
67,Female,153.8,73.7,keep_fit,arms,none,high,45,keep_fit_endurance
29,Male,174.2,72.4,keep_fit,legs,joints,normal,10,keep_fit_low_impact
73,Male,184.0,95.5,gain_mass,legs,joints,normal,30,muscle_low_impact
38,Female,154.1,81.0,lose_weight,legs,none,normal,45,fat_loss_general
50,Male,192.9,50.3,gain_mass,chest,none,low,60,muscle_low_impact
31,Female,158.0,71.9,keep_fit,chest,joints,normal,10,keep_fit_low_impact
66,Female,154.5,99.8,gain_mass,chest,none,low,10,muscle_low_impact
40,Female,159.5,68.7,gain_mass,full,none,normal,60,muscle_home_basic
47,Male,190.1,67.7,lose_weight,chest,none,high,60,fat_loss_general
34,Female,161.9,57.5,lose_weight,legs,joints,normal,20,fat_loss_low_impact
52,Female,155.5,92.8,lose_weight,full,none,normal,45,fat_loss_general
78,Male,186.0,84.9,gain_mass,arms,joints,normal,10,muscle_low_impact
69,Male,177.5,132.1,lose_weight,legs,none,normal,15,fat_loss_general
37,Female,179.5,64.7,gain_mass,arms,joints,low,10,muscle_low_impact
70,Male,164.7,85.2,lose_weight,legs,none,normal,10,fat_loss_general
31,Male,185.0,57.2,lose_weight,legs,none,high,10,fat_loss_cardio_focus
24,Female,183.7,52.8,keep_fit,full,none,high,30,keep_fit_endurance
78,Female,170.9,93.0,keep_fit,full,joints,high,30,keep_fit_low_impact
25,Male,179.7,57.4,lose_weight,abs,none,low,10,fat_loss_low_impact
65,Female,175.9,89.9,keep_fit,chest,none,low,45,keep_fit_low_impact
70,Female,165.5,115.7,gain_mass,legs,none,normal,60,muscle_home_basic
71,Male,178.9,97.5,keep_fit,abs,joints,high,30,keep_fit_low_impact
47,Female,154.5,65.7,gain_mass,legs,joints,low,15,muscle_low_impact
70,Female,163.1,107.7,lose_weight,abs,none,low,20,fat_loss_low_impact
65,Male,189.1,53.7,lose_weight,abs,joints,low,15,fat_loss_low_impact
31,Male,198.1,111.9,gain_mass,arms,none,high,60,muscle_gym_progressive
36,Female,173.5,89.6,keep_fit,full,none,normal,45,keep_fit_endurance
72,Male,199.3,62.6,keep_fit,legs,none,high,45,keep_fit_endurance
78,Male,195.9,92.9,gain_mass,abs,none,normal,15,muscle_home_basic
35,Female,161.9,67.9,lose_weight,legs,none,normal,15,fat_loss_general
56,Male,168.1,52.4,gain_mass,arms,none,normal,15,muscle_home_basic
46,Male,189.9,72.0,keep_fit,legs,joints,high,45,keep_fit_low_impact
53,Male,163.6,54.0,gain_mass,abs,joints,low,20,muscle_low_impact
67,Male,173.1,106.9,keep_fit,legs,none,high,15,keep_fit_endurance
25,Male,161.9,65.3,gain_mass,full,none,normal,45,muscle_home_basic
20,Male,161.7,95.3,lose_weight,legs,none,high,60,fat_loss_cardio_focus
48,Female,177.0,116.7,lose_weight,arms,none,normal,30,fat_loss_general
22,Male,181.3,51.8,lose_weight,abs,none,low,20,fat_loss_low_impact
60,Female,155.7,63.3,gain_mass,full,joints,normal,30,muscle_low_impact
16,Male,176.6,53.2,gain_mass,abs,none,low,15,kids_active_play_safe
42,Female,150.8,58.7,gain_mass,abs,none,normal,15,muscle_home_basic
48,Female,179.0,91.2,gain_mass,legs,none,low,30,muscle_low_impact
65,Female,175.1,74.9,lose_weight,legs,none,low,20,fat_loss_low_impact
73,Male,165.1,93.1,keep_fit,abs,none,low,10,keep_fit_low_impact
24,Female,155.1,100.4,gain_mass,abs,none,low,20,muscle_low_impact
28,Male,170.5,127.0,keep_fit,abs,none,normal,15,keep_fit_balanced
65,Male,194.5,55.3,keep_fit,abs,none,high,30,keep_fit_endurance
61,Female,166.0,48.9,keep_fit,full,none,normal,20,keep_fit_balanced
17,Male,197.5,92.1,lose_weight,chest,none,low,10,kids_active_play_safe
62,Male,190.6,57.0,lose_weight,chest,none,normal,20,fat_loss_general
39,Female,175.4,69.9,lose_weight,abs,none,normal,30,fat_loss_general
65,Female,166.3,90.6,lose_weight,full,none,low,45,fat_loss_low_impact
46,Female,180.3,104.6,lose_weight,chest,none,high,30,fat_loss_general
31,Male,198.2,87.6,gain_mass,arms,none,normal,45,muscle_home_basic
49,Male,168.6,109.0,lose_weight,full,none,high,60,fat_loss_cardio_focus
73,Male,198.0,81.2,lose_weight,legs,joints,high,30,fat_loss_low_impact
21,Male,171.9,50.4,lose_weight,chest,none,low,45,fat_loss_low_impact
35,Male,168.4,131.2,keep_fit,arms,none,high,45,keep_fit_endurance
47,Female,180.4,65.7,gain_mass,chest,none,high,60,muscle_gym_progressive
15,Female,153.2,118.4,gain_mass,full,none,high,45,kids_active_play_safe
51,Male,172.6,78.3,keep_fit,abs,none,low,10,keep_fit_low_impact
34,Female,179.0,108.5,lose_weight,abs,joints,high,20,fat_loss_low_impact
35,Female,173.0,114.8,lose_weight,legs,none,low,20,fat_loss_low_impact
23,Female,154.4,104.8,gain_mass,abs,joints,high,30,muscle_low_impact
38,Female,167.8,48.1,keep_fit,full,none,normal,30,keep_fit_balanced
21,Female,155.3,80.7,keep_fit,arms,none,high,10,keep_fit_endurance
25,Female,157.1,64.9,gain_mass,legs,none,normal,20,muscle_home_basic
69,Male,172.4,110.3,keep_fit,chest,none,low,30,keep_fit_low_impact
52,Female,159.9,109.1,keep_fit,legs,none,high,20,keep_fit_endurance
60,Female,162.6,69.9,keep_fit,chest,none,normal,45,keep_fit_endurance
37,Male,188.2,61.2,lose_weight,abs,joints,normal,15,fat_loss_low_impact
55,Male,160.5,100.9,gain_mass,legs,joints,normal,30,muscle_low_impact
33,Male,193.5,94.7,keep_fit,legs,joints,high,15,keep_fit_low_impact
41,Female,178.8,112.0,gain_mass,full,none,high,45,muscle_gym_progressive
77,Female,169.6,82.7,gain_mass,full,none,normal,10,muscle_home_basic
67,Female,161.9,96.4,lose_weight,chest,none,normal,15,fat_loss_general
18,Female,168.9,103.9,lose_weight,arms,none,normal,20,fat_loss_general
48,Female,180.3,64.6,keep_fit,abs,none,high,45,keep_fit_endurance
16,Female,182.7,103.7,lose_weight,full,joints,low,15,kids_active_play_safe
47,Female,151.1,64.5,keep_fit,chest,none,low,60,keep_fit_low_impact
62,Male,192.2,57.2,lose_weight,legs,joints,low,20,fat_loss_low_impact
68,Male,184.9,100.2,lose_weight,legs,none,high,60,fat_loss_cardio_focus
16,Male,187.0,122.6,gain_mass,full,joints,normal,10,kids_active_play_safe
15,Male,185.1,50.1,keep_fit,chest,none,low,60,kids_active_play_safe
58,Male,180.4,139.0,gain_mass,legs,none,normal,45,muscle_home_basic
78,Female,158.3,56.0,keep_fit,chest,none,normal,15,keep_fit_balanced
26,Female,181.4,58.9,keep_fit,abs,none,normal,60,keep_fit_endurance
37,Male,181.9,99.8,lose_weight,chest,joints,normal,10,fat_loss_low_impact
24,Female,178.3,101.3,keep_fit,arms,none,normal,45,keep_fit_endurance
64,Female,182.1,91.7,lose_weight,legs,joints,low,45,fat_loss_low_impact
16,Male,164.8,103.0,gain_mass,abs,none,low,10,kids_active_play_safe
71,Male,184.0,68.5,lose_weight,arms,joints,normal,60,fat_loss_low_impact
71,Male,193.2,78.4,keep_fit,full,none,normal,20,keep_fit_balanced
18,Male,193.1,130.0,lose_weight,abs,none,low,10,fat_loss_low_impact
72,Male,191.4,114.4,lose_weight,full,joints,low,15,fat_loss_low_impact
22,Female,181.3,65.4,lose_weight,legs,joints,high,20,fat_loss_low_impact
36,Female,167.4,48.1,keep_fit,chest,none,normal,45,keep_fit_endurance
70,Female,183.1,88.9,lose_weight,chest,none,low,60,fat_loss_low_impact
52,Male,184.1,59.5,lose_weight,arms,none,normal,30,fat_loss_general
15,Male,194.5,136.2,gain_mass,chest,joints,low,30,kids_active_play_safe
17,Male,160.8,82.8,lose_weight,legs,joints,high,15,kids_active_play_safe
73,Female,180.1,45.9,gain_mass,chest,none,normal,10,muscle_home_basic
47,Female,173.4,64.9,keep_fit,arms,none,normal,15,keep_fit_balanced
26,Female,163.1,67.5,gain_mass,chest,joints,high,10,muscle_low_impact
36,Male,167.5,112.5,lose_weight,full,joints,normal,15,fat_loss_low_impact
52,Female,183.0,114.3,lose_weight,arms,none,normal,15,fat_loss_general
51,Male,198.5,124.1,gain_mass,arms,none,low,15,muscle_low_impact
72,Female,172.3,87.7,gain_mass,full,none,high,60,muscle_gym_progressive
32,Female,157.1,91.2,lose_weight,full,joints,high,45,fat_loss_low_impact
75,Male,196.0,115.2,lose_weight,arms,none,normal,20,fat_loss_general
21,Female,168.3,109.9,gain_mass,full,none,normal,10,muscle_home_basic
33,Male,177.6,115.7,lose_weight,legs,none,normal,20,fat_loss_general
79,Male,196.7,113.5,keep_fit,chest,joints,normal,15,keep_fit_low_impact
64,Male,191.2,57.3,keep_fit,full,none,low,60,keep_fit_low_impact
66,Female,177.7,88.2,lose_weight,abs,none,high,10,fat_loss_general
75,Female,157.3,51.3,lose_weight,full,joints,normal,60,fat_loss_low_impact
35,Female,151.7,114.3,gain_mass,legs,none,high,30,muscle_gym_progressive
25,Female,181.3,86.1,gain_mass,legs,none,low,45,muscle_low_impact
23,Male,163.6,55.6,gain_mass,arms,none,low,10,muscle_low_impact
17,Male,172.5,131.3,lose_weight,abs,none,low,60,kids_active_play_safe
41,Male,177.1,110.6,lose_weight,arms,none,low,10,fat_loss_low_impact
36,Male,175.7,136.0,keep_fit,abs,none,normal,15,keep_fit_balanced
32,Male,189.1,114.1,keep_fit,legs,none,normal,45,keep_fit_endurance
64,Male,173.0,108.2,keep_fit,chest,none,high,15,keep_fit_endurance
48,Female,160.3,60.6,gain_mass,legs,none,normal,10,muscle_home_basic
27,Male,181.1,60.6,lose_weight,full,none,normal,60,fat_loss_general
60,Male,175.3,108.9,gain_mass,chest,none,low,60,muscle_low_impact
31,Female,153.1,116.5,keep_fit,chest,none,low,20,keep_fit_low_impact
32,Male,167.8,59.9,keep_fit,arms,joints,normal,30,keep_fit_low_impact
68,Female,176.1,99.7,gain_mass,chest,none,low,60,muscle_low_impact
40,Female,158.8,104.2,keep_fit,abs,none,low,15,keep_fit_low_impact
66,Female,169.7,102.8,keep_fit,legs,none,normal,15,keep_fit_balanced
37,Male,180.8,127.8,keep_fit,chest,none,high,45,keep_fit_endurance
54,Female,158.8,64.5,keep_fit,abs,joints,high,30,keep_fit_low_impact
66,Male,183.1,114.4,gain_mass,legs,none,high,60,muscle_gym_progressive
67,Male,193.1,101.9,lose_weight,legs,none,low,45,fat_loss_low_impact
72,Female,152.2,61.9,keep_fit,abs,none,normal,30,keep_fit_balanced
27,Female,171.7,47.5,lose_weight,legs,none,low,10,fat_loss_low_impact
18,Male,191.6,116.7,keep_fit,abs,none,normal,30,keep_fit_balanced
73,Female,171.3,102.5,keep_fit,arms,none,low,15,keep_fit_low_impact
26,Female,175.1,52.4,lose_weight,legs,none,normal,10,fat_loss_general
48,Male,184.4,113.3,gain_mass,chest,joints,low,15,muscle_low_impact
52,Female,160.6,118.9,gain_mass,abs,none,normal,45,muscle_home_basic
24,Male,199.7,71.8,lose_weight,abs,none,low,45,fat_loss_low_impact
53,Female,162.0,83.5,keep_fit,legs,none,normal,20,keep_fit_balanced
16,Male,162.5,89.7,gain_mass,full,joints,high,15,kids_active_play_safe
25,Male,191.0,138.7,lose_weight,abs,none,high,45,fat_loss_general
40,Male,165.7,121.9,gain_mass,arms,none,low,15,muscle_low_impact
56,Male,194.5,132.5,lose_weight,abs,none,high,10,fat_loss_general
77,Female,156.8,93.8,lose_weight,full,none,normal,45,fat_loss_general
60,Female,163.4,113.6,keep_fit,abs,none,high,60,keep_fit_endurance
32,Female,152.1,85.0,lose_weight,arms,joints,low,30,fat_loss_low_impact
55,Male,192.0,50.3,lose_weight,full,none,normal,15,fat_loss_general
15,Male,173.0,77.9,keep_fit,legs,none,normal,60,kids_active_play_safe
23,Female,168.8,118.4,gain_mass,full,none,low,45,muscle_low_impact
24,Male,197.0,98.0,gain_mass,abs,none,high,30,muscle_gym_progressive
